run,samples_used,time_start_s,time_end_s,model_eta_amp_p50_m,model_eta_amp_p95_m,model_eta_amp_max_m,tpxo_eta_amp_p50_m,model_min_lon,model_min_lat,model_min_depth_m,model_min_eta_amp_m,model_min_eta_phase_rad,model_min_winding_r4_rad,model_min_winding_r8_rad,tpxo_at_model_min_eta_amp_m,tpxo_at_model_min_eta_phase_rad,tpxo_at_model_min_winding_r8_rad,tpxo_min_lon,tpxo_min_lat,tpxo_min_depth_m,tpxo_min_eta_amp_m,model_at_tpxo_min_eta_amp_m,model_to_tpxo_min_distance_km,model_min_to_canyon_km,canyon_model_eta_amp_m,canyon_tpxo_eta_amp_m,canyon_phase_diff_rad,median_abs_eta_amp_diff_m,median_abs_phase_diff_rad
runBC_LR_fullTPXO_balanced,28,44712.0,346518.0,0.009116700537175972,0.01936403757866742,0.025139013066242475,0.4854666778575497,242.95449829101562,31.67320442199707,1208.0,8.799509227463363e-05,2.035122907146517,6.283185307179588,6.283185307179585,0.48737937032887346,-2.3819753016373504,0.0,243.1748809814453,31.96869468688965,50.79999923706055,0.09255025621054273,0.0076681884432105805,38.83104465119016,30.6345213171628,0.003935392657890924,0.49305484733304367,-0.6522750310208196,0.4756435549201642,1.4415215561931118
runBC_LR_fullTPXO_obeta,28,44712.0,346518.0,0.4728282163589453,0.4877273041383903,0.5026858135527209,0.4854637054640528,242.5027618408203,32.24916458129883,1500.0970458984375,0.46176632736505585,-2.0306102624975813,0.0,0.0,0.4896452066151685,-2.4342482147662867,0.0,243.1748809814453,31.96869468688965,50.79999923706055,0.09255025621054273,0.4745310964123966,70.44597214526887,87.43863769769166,0.47476027203855586,0.49305484733304367,0.4038423181289419,0.015395358502460071,0.40993973197273537
runBC_LR_fullTPXO_obeta_balanced,28,44712.0,346518.0,0.013442032670911583,0.03130249307669679,0.042929018531583485,0.4854637054640528,243.20242309570312,31.598079681396484,96.0,8.914392095839507e-05,1.6488590291964114,6.283185307179586,6.283185307179585,0.4898922009340735,-2.3693993604469785,0.0,243.1748809814453,31.96869468688965,50.79999923706055,0.09255025621054273,0.013891011404022728,41.220266053936136,21.09504938454544,0.00820649283610155,0.49305484733304367,-1.5532555786282654,0.47072799754068345,1.5676364696379377
runBC_LR_fullTPXO_obeta_weakvel025,28,44712.0,346518.0,0.003364742158747873,0.007818984793788612,0.010724789835406976,0.4854637054640528,243.20242309570312,31.598079681396484,96.0,2.122320687349659e-05,1.6922600362112894,6.283185307179586,-6.661338147750939e-16,0.4898922009340735,-2.3693993604469785,0.0,243.1748809814453,31.96869468688965,50.79999923706055,0.09255025621054273,0.0034765931089777227,41.220266053936136,21.09504938454544,0.0020542255243872105,0.49305484733304367,-1.5524226879321326,0.48190990134646794,1.5679023433103971
runBC_LR_fullTPXO_obeta_weakvel010,28,44712.0,346518.0,0.0013464772674952608,0.0031269377863488656,0.004288743822877601,0.4854637054640528,243.20242309570312,31.598079681396484,96.0,8.431582339603037e-06,1.7095825959704527,6.283185307179588,-2.220446049250313e-16,0.4898922009340735,-2.3693993604469785,0.0,243.1748809814453,31.96869468688965,50.79999923706055,0.09255025621054273,0.0013916878732274532,41.220266053936136,21.09504938454544,0.0008223611057608911,0.49305484733304367,-1.5522864843870101,0.48418997843613,1.5681544190735965
runBC_LR_fullTPXO_obeta_zerovel,28,44712.0,346518.0,3.0106694911578683e-09,7.3481697405812924e-09,1.0193678357167921e-08,0.4854637054640528,242.97654724121094,31.618114471435547,1227.145263671875,2.2070337517874212e-11,0.38341874756607247,-6.28318530717959,6.283185307179585,0.4867367009517583,-2.377326084937854,0.0,243.1748809814453,31.96869468688965,50.79999923706055,0.09255025621054273,7.710988577940177e-09,43.179402997742905,31.831385416249663,7.457579053317294e-09,0.49305484733304367,1.684537277310552,0.48546370254894566,1.2091956766662393
